,Value
32754,1246.0
32755,1250.0
32756,1247.0
32757,1245.0
32758,1244.0
32759,1245.0
32760,1244.0
32761,1241.0
32762,1243.0
32763,1243.0
32764,1239.0
32765,1230.0
32766,1212.0
32767,1203.0
32768,1189.0
32769,1100.0
32770,1117.0
32771,1186.0
32772,1188.0
32773,1186.0
32774,1184.0
32775,1188.0
32776,1190.0
32777,1190.0
32778,1248.0
32779,1301.0
32780,1345.0
32781,1294.0
32782,1197.0
32783,1134.0
32784,1129.0
32785,1128.0
32786,1138.0
32787,1155.0
32788,1182.0
32789,1237.0
32790,1230.0
32791,1231.0
32792,1232.0
32793,1231.0
32794,1231.0
32795,1230.0
32796,1228.0
32797,1227.0
32798,1227.0
32799,1228.0
32800,1228.0
32801,1229.0
32802,1219.0
32803,1215.0
32804,1216.0
32805,1145.0
32806,1132.0
32807,1163.0
32808,1224.0
32809,1255.0
32810,1292.0
32811,1288.0
32812,1273.0
32813,1205.0
32814,1193.0
32815,1196.0
32816,1195.0
32817,1198.0
32818,1197.0
32819,1195.0
32820,1197.0
32821,1202.0
32822,1251.0
32823,1272.0
32824,1271.0
32825,1267.0
32826,1264.0
32827,1265.0
32828,1265.0
32829,1251.0
32830,1209.0
32831,1174.0
32832,1175.0
32833,1177.0
32834,1179.0
32835,1178.0
32836,1180.0
32837,1211.0
32838,1255.0
32839,1252.0
32840,1251.0
32841,1250.0
32842,1249.0
32843,1249.0
32844,1247.0
32845,1246.0
32846,1241.0
32847,1237.0
32848,1223.0
32849,1151.0
32850,1155.0
32851,1157.0
32852,1165.0
32853,1248.0
32854,1352.0
32855,1448.0
32856,1482.0
32857,1473.0
32858,1469.0
32859,1470.0
32860,1470.0
32861,1490.0
32862,1570.0
32863,1578.0
32864,1572.0
32865,1543.0
32866,645.0
32867,775.0
32868,1772.0
32869,2390.0
32870,2121.0
32871,1752.0
32872,1524.0
32873,1398.0
32874,1335.0
32875,1332.0
32876,1339.0
32877,1285.0
32878,1273.0
32879,1274.0
32880,1277.0
32881,1262.0
32882,1216.0
32883,1197.0
32884,1203.0
32885,1281.0
32886,1363.0
32887,1450.0
32888,1438.0
32889,1422.0
32890,1287.0
32891,1241.0
32892,1250.0
32893,1256.0
32894,1310.0
32895,1410.0
32896,1404.0
32897,1394.0
32898,1393.0
32899,1391.0
32900,1350.0
32901,1220.0
32902,1211.0
32903,1311.0
32904,1388.0
32905,1447.0
32906,1466.0
32907,1452.0
32908,1372.0
32909,1366.0
32910,1349.0
32911,1353.0
32912,1355.0
32913,1360.0
32914,1364.0
32915,1365.0
32916,1363.0
32917,1365.0
32918,1364.0
32919,1362.0
32920,1362.0
32921,1362.0
32922,1360.0
32923,1361.0
32924,1362.0
32925,1359.0
32926,1361.0
32927,1364.0
32928,1362.0
32929,1362.0
32930,1363.0
32931,1402.0
32932,1431.0
32933,1430.0
32934,1425.0
32935,1427.0
32936,1428.0
32937,1428.0
32938,1467.0
32939,1513.0
32940,1552.0
32941,1651.0
32942,1689.0
32943,1698.0
32944,1773.0
32945,1769.0
32946,1767.0
32947,1766.0
32948,1780.0
32949,1813.0
32950,1824.0
32951,1810.0
32952,1783.0
32953,1728.0
32954,1711.0
32955,1771.0
32956,1786.0
32957,1782.0
32958,1781.0
32959,1780.0
32960,1743.0
32961,1652.0
32962,1565.0
32963,1586.0
32964,1625.0
32965,1698.0
32966,1682.0
32967,1596.0
32968,1594.0
32969,1554.0
32970,1497.0
32971,1337.0
32972,1317.0
32973,1324.0
32974,1377.0
32975,1556.0
32976,1554.0
32977,1472.0
32978,1471.0
32979,1525.0
32980,1499.0
32981,1425.0
32982,1411.0
32983,1337.0
32984,1330.0
32985,1340.0
32986,1394.0
32987,1412.0
32988,1411.0
32989,1410.0
32990,1447.0
32991,1498.0
32992,1486.0
32993,1475.0
32994,1404.0
32995,1394.0
32996,1397.0
32997,1398.0
32998,1399.0
32999,1398.0
33000,1399.0
33001,1400.0
33002,1400.0
33003,1399.0
33004,1400.0
33005,1400.0
33006,1400.0
33007,1402.0
33008,1399.0
33009,1402.0
33010,1401.0
33011,1398.0
33012,1398.0
33013,1401.0
33014,1400.0
33015,1397.0
33016,1395.0
33017,1345.0
33018,1282.0
33019,1191.0
33020,1159.0
33021,1148.0
33022,1155.0
33023,1168.0
33024,1271.0
33025,1518.0
33026,1633.0
33027,1619.0
33028,1537.0
33029,1398.0
33030,1286.0
33031,1270.0
33032,1327.0
33033,1423.0
33034,1433.0
33035,1430.0
33036,1416.0
33037,1348.0
33038,1304.0
33039,1308.0
33040,1336.0
33041,1396.0
33042,1395.0
33043,1393.0
33044,1398.0
33045,1419.0
33046,1545.0
33047,1600.0
33048,1657.0
33049,1683.0
33050,1675.0
33051,1660.0
33052,1659.0
33053,1670.0
33054,1707.0
33055,1703.0
33056,1648.0
33057,1604.0
33058,1557.0
33059,1524.0
33060,1530.0
33061,1533.0
33062,1591.0
33063,1562.0
33064,1509.0
33065,1492.0
33066,1423.0
33067,1429.0
33068,1433.0
33069,1434.0
33070,1436.0
33071,1463.0
33072,1501.0
33073,1494.0
33074,1413.0
33075,1315.0
33076,1311.0
33077,1322.0
33078,1325.0
33079,1326.0
33080,1325.0
33081,1324.0
33082,1326.0
33083,1327.0
33084,1325.0
33085,1327.0
33086,1328.0
33087,1324.0
33088,1327.0
33089,1328.0
33090,1329.0
33091,1367.0
33092,1415.0
33093,1408.0
33094,1366.0
33095,1289.0
33096,1228.0
33097,1193.0
33098,1199.0
33099,1205.0
33100,1217.0
33101,1310.0
33102,1374.0
33103,1366.0
33104,1363.0
33105,1339.0
33106,1224.0
33107,1188.0
33108,1192.0
33109,1194.0
33110,1216.0
33111,1351.0
33112,1344.0
33113,1341.0
33114,1336.0
33115,1316.0
33116,1186.0
33117,1149.0
33118,1155.0
33119,1256.0
33120,1310.0
33121,1302.0
33122,1301.0
33123,1301.0
33124,1297.0
33125,1297.0
33126,1298.0
33127,1297.0
33128,1294.0
33129,1297.0
33130,1269.0
33131,1245.0
33132,1183.0
33133,1187.0
33134,1207.0
33135,1286.0
33136,1335.0
33137,1375.0
33138,1370.0
33139,1363.0
33140,1306.0
33141,1250.0
33142,1255.0
33143,1256.0
33144,1262.0
33145,1306.0
33146,1348.0
33147,1344.0
33148,1345.0
33149,1343.0
33150,1343.0
33151,1345.0
33152,1344.0
33153,1341.0
33154,1336.0
33155,1276.0
33156,1305.0
33157,1475.0
33158,1502.0
33159,1484.0
33160,1481.0
33161,1445.0
33162,1300.0
33163,1312.0
33164,1385.0
33165,1484.0
33166,1538.0
33167,1555.0
33168,1539.0
33169,1450.0
33170,1441.0
33171,1444.0
33172,1445.0
33173,1455.0
33174,1454.0
33175,1455.0
33176,1457.0
33177,1458.0
33178,1457.0
33179,1510.0
33180,1588.0
33181,1620.0
33182,1611.0
33183,1601.0
33184,1511.0
33185,1473.0
33186,1427.0
33187,1465.0
33188,1487.0
33189,1562.0
33190,1581.0
33191,1575.0
33192,1573.0
33193,1571.0
33194,1553.0
33195,1555.0
33196,1480.0
33197,1438.0
33198,1322.0
33199,1177.0
33200,1091.0
33201,1046.0
33202,1053.0
33203,1074.0
33204,1332.0
33205,1851.0
33206,2202.0
33207,2259.0
33208,2146.0
33209,1997.0
33210,1844.0
33211,1704.0
33212,1631.0
33213,1550.0
33214,1531.0
33215,1586.0
33216,1699.0
33217,1700.0
33218,1694.0
33219,1629.0
33220,1502.0
33221,1510.0
33222,1529.0
33223,1649.0
33224,1661.0
33225,1657.0
33226,1656.0
33227,1657.0
33228,1705.0
33229,1832.0
33230,1832.0
33231,1825.0
33232,1823.0
33233,1824.0
33234,1823.0
33235,1825.0
33236,1835.0
33237,1912.0
33238,1966.0
33239,1958.0
33240,1953.0
33241,1943.0
33242,1930.0
33243,1906.0
33244,1866.0
33245,1906.0
33246,1905.0
33247,1933.0
33248,1998.0
33249,2001.0
33250,1975.0
33251,1922.0
33252,1928.0
33253,1950.0
33254,1955.0
33255,1952.0
33256,1953.0
33257,1956.0
33258,1957.0
33259,1953.0
33260,1953.0
33261,1939.0
33262,1903.0
33263,1826.0
33264,1797.0
33265,1799.0
33266,1783.0
33267,1737.0
33268,1696.0
33269,1549.0
33270,1469.0
33271,1453.0
33272,1554.0
33273,1746.0
33274,1849.0
33275,1830.0
33276,1761.0
33277,1614.0
33278,1525.0
33279,1530.0
33280,1543.0
33281,1547.0
33282,1547.0
33283,1547.0
33284,1545.0
33285,1546.0
33286,1546.0
33287,1545.0
33288,1543.0
33289,1528.0
33290,1527.0
33291,1522.0
33292,1467.0
33293,1426.0
33294,1430.0
33295,1464.0
33296,1519.0
33297,1514.0
33298,1514.0
33299,1511.0
33300,1509.0
33301,1510.0
33302,1508.0
33303,1507.0
33304,1498.0
33305,1492.0
33306,1447.0
33307,1376.0
33308,1380.0
33309,1383.0
33310,1408.0
33311,1486.0
33312,1481.0
33313,1479.0
33314,1477.0
33315,1472.0
33316,1436.0
33317,1328.0
33318,1306.0
33319,1383.0
33320,1452.0
33321,1448.0
33322,1445.0
33323,1444.0
33324,1440.0
33325,1441.0
33326,1428.0
33327,1411.0
33328,1412.0
33329,1414.0
33330,1413.0
33331,1413.0
33332,1415.0
33333,1417.0
33334,1442.0
33335,1584.0
33336,1730.0
33337,1796.0
33338,1784.0
33339,1768.0
33340,1737.0
33341,1676.0
33342,1686.0
33343,1689.0
33344,1291.0
33345,1334.0
33346,2236.0
33347,2279.0
33348,2060.0
33349,1876.0
33350,1818.0
33351,1826.0
33352,1802.0
33353,1805.0
33354,1806.0
33355,1687.0
33356,1697.0
33357,1813.0
33358,1819.0
33359,1812.0
33360,1807.0
33361,1796.0
33362,1736.0
33363,1617.0
33364,1650.0
33365,1778.0
33366,1773.0
33367,1746.0
33368,1589.0
33369,1575.0
33370,1580.0
33371,1578.0
33372,1567.0
33373,1569.0
33374,1567.0
33375,1567.0
33376,1566.0
33377,1512.0
33378,1371.0
33379,1360.0
33380,1435.0
33381,1529.0
33382,1534.0
33383,1526.0
33384,1523.0
33385,1524.0
33386,1511.0
33387,1480.0
33388,1425.0
33389,1349.0
33390,1342.0
33391,1403.0
33392,1419.0
33393,1418.0
33394,1420.0
33395,1420.0
33396,1419.0
33397,1419.0
33398,1419.0
33399,1417.0
33400,1417.0
33401,1415.0
33402,1415.0
33403,1416.0
33404,1417.0
33405,1414.0
33406,1407.0
33407,1351.0
33408,1302.0
33409,1308.0
33410,1311.0
33411,1310.0
33412,1334.0
33413,1396.0
33414,1388.0
33415,1388.0
33416,1387.0
33417,1372.0
33418,1367.0
33419,1271.0
33420,1274.0
33421,1282.0
33422,1335.0
33423,1364.0
33424,1359.0
33425,1360.0
33426,1360.0
33427,1358.0
33428,1358.0
33429,1352.0
33430,1327.0
33431,1256.0
33432,1255.0
33433,1265.0
33434,1338.0
33435,1337.0
33436,1332.0
33437,1330.0
33438,1330.0
33439,1332.0
33440,1331.0
33441,1330.0
33442,1332.0
33443,1330.0
33444,1332.0
33445,1332.0
33446,1329.0
33447,1241.0
33448,1335.0
33449,1510.0
33450,1522.0
33451,1297.0
33452,1328.0
33453,1566.0
33454,1711.0
33455,1708.0
33456,1585.0
33457,1425.0
33458,1417.0
33459,1635.0
33460,1797.0
33461,1866.0
33462,1848.0
33463,1735.0
33464,1651.0
33465,1578.0
33466,1578.0
33467,1635.0
33468,1702.0
33469,1698.0
33470,1670.0
33471,1545.0
33472,1064.0
33473,877.0
33474,401.0
33475,283.0
33476,1485.0
33477,2282.0
33478,2120.0
33479,1794.0
33480,1579.0
33481,1412.0
33482,1342.0
33483,1340.0
33484,1355.0
33485,1373.0
33486,1374.0
33487,1440.0
33488,1464.0
33489,1458.0
33490,1459.0
33491,1452.0
33492,1400.0
33493,1345.0
33494,1351.0
33495,1358.0
33496,1359.0
33497,1359.0
33498,1357.0
33499,1357.0
33500,1358.0
33501,1357.0
33502,1357.0
33503,1359.0
33504,1356.0
33505,1355.0
33506,1350.0
33507,1339.0
33508,1331.0
33509,1318.0
33510,1316.0
33511,1318.0
33512,1320.0
33513,1318.0
33514,1317.0
33515,1316.0
33516,1253.0
33517,1213.0
33518,1266.0
33519,1326.0
33520,1438.0
33521,1455.0
33522,1446.0
33523,1341.0
33524,1257.0
33525,1266.0
33526,1269.0
33527,1293.0
33528,1444.0
33529,1545.0
33530,1579.0
33531,1573.0
33532,1570.0
33533,1568.0
33534,1570.0
33535,1567.0
33536,1109.0
33537,149.0
33538,753.0
33539,1512.0
33540,1714.0
33541,1759.0
33542,1723.0
33543,1703.0
33544,1542.0
33545,1413.0
33546,1345.0
33547,1260.0
33548,1297.0
33549,1447.0
33550,1531.0
33551,1526.0
33552,1512.0
33553,1406.0
33554,1295.0
33555,1240.0
33556,1273.0
33557,1407.0
33558,1403.0
33559,1401.0
33560,1397.0
33561,1391.0
33562,1356.0
33563,1300.0
33564,1302.0
33565,1315.0
33566,1336.0
33567,1341.0
33568,1341.0
33569,1339.0
33570,1338.0
33571,1337.0
33572,1341.0
33573,1356.0
33574,1461.0
33575,1442.0
33576,1296.0
33577,1262.0
33578,1258.0
33579,1259.0
33580,1261.0
33581,1267.0
33582,1288.0
33583,1393.0
33584,1418.0
33585,1379.0
33586,1223.0
33587,1227.0
33588,1231.0
33589,1235.0
33590,1327.0
33591,1385.0
33592,1375.0
33593,1348.0
33594,1181.0
33595,1188.0
33596,1200.0
33597,1315.0
33598,1348.0
33599,1344.0
33600,1340.0
33601,1308.0
33602,1180.0
33603,1151.0
33604,1251.0
33605,1307.0
33606,1304.0
33607,1299.0
33608,1298.0
33609,1299.0
33610,1297.0
33611,1291.0
33612,1286.0
33613,1285.0
33614,1270.0
33615,1186.0
33616,1189.0
33617,1192.0
33618,1217.0
33619,1277.0
33620,1275.0
33621,1289.0
33622,1288.0
33623,1285.0
33624,1285.0
33625,1281.0
33626,1260.0
33627,1205.0
33628,1180.0
33629,1120.0
33630,1095.0
33631,1060.0
33632,976.0
33633,983.0
33634,1019.0
33635,1071.0
33636,1148.0
33637,1144.0
33638,1138.0
33639,1090.0
33640,1030.0
33641,1026.0
33642,1024.0
33643,1027.0
33644,1029.0
33645,1035.0
33646,1038.0
33647,1042.0
33648,1045.0
33649,1100.0
33650,1200.0
33651,1279.0
33652,1325.0
33653,1332.0
33654,1329.0
33655,1342.0
33656,1342.0
33657,1338.0
33658,1338.0
33659,1337.0
33660,1330.0
33661,1311.0
33662,1304.0
33663,1299.0
33664,1269.0
33665,1205.0
33666,1202.0
33667,1191.0
33668,1129.0
33669,1114.0
33670,1104.0
33671,1074.0
33672,992.0
33673,995.0
33674,998.0
33675,1003.0
33676,1049.0
33677,1083.0
33678,1154.0
33679,1170.0
33680,1221.0
33681,1249.0
33682,1245.0
33683,1264.0
33684,1286.0
33685,1288.0
33686,1288.0
33687,1288.0
33688,1288.0
33689,1284.0
33690,1286.0
33691,1287.0
33692,1284.0
33693,1285.0
33694,1284.0
33695,1282.0
33696,1273.0
33697,1238.0
33698,1218.0
33699,1168.0
33700,1118.0
33701,1118.0
33702,1120.0
33703,1121.0
33704,1120.0
33705,1121.0
33706,1122.0
33707,1123.0
33708,1123.0
33709,1125.0
33710,1123.0
33711,1123.0
33712,1125.0
33713,1158.0
33714,1228.0
33715,1323.0
33716,1410.0
33717,1460.0
33718,1436.0
33719,1267.0
33720,1267.0
33721,1274.0
33722,1281.0
33723,1429.0
33724,1541.0
33725,1589.0
33726,1579.0
33727,1555.0
33728,1429.0
33729,1385.0
33730,1400.0
33731,1506.0
33732,1541.0
33733,1532.0
33734,1476.0
33735,1424.0
33736,1359.0
33737,1347.0
33738,1357.0
33739,1406.0
33740,1425.0
33741,1416.0
33742,1338.0
33743,1296.0
33744,1306.0
33745,1374.0
33746,1412.0
33747,1415.0
33748,1413.0
33749,1350.0
33750,1301.0
33751,1295.0
33752,1297.0
33753,1296.0
33754,1299.0
33755,1231.0
33756,1230.0
33757,1237.0
33758,1284.0
33759,1310.0
33760,1309.0
33761,1310.0
33762,1306.0
33763,1306.0
33764,1305.0
33765,1301.0
33766,1301.0
33767,1302.0
33768,1297.0
33769,1275.0
33770,1191.0
33771,1141.0
33772,1054.0
33773,1017.0
33774,1018.0
33775,1019.0
33776,1021.0
33777,1021.0
33778,1025.0
33779,1030.0
33780,1034.0
33781,1042.0
33782,1129.0
33783,1233.0
33784,1315.0
33785,1378.0
33786,1394.0
33787,1385.0
33788,1353.0
33789,1280.0
33790,1283.0
33791,1288.0
33792,1284.0
33793,1283.0
33794,1283.0
33795,1278.0
33796,1248.0
33797,1162.0
33798,1058.0
33799,959.0
33800,916.0
33801,455.0
33802,414.0
33803,427.0
33804,553.0
33805,741.0
33806,829.0
33807,823.0
33808,819.0
33809,816.0
33810,817.0
33811,883.0
33812,1129.0
33813,1519.0
33814,1714.0
33815,1708.0
33816,1626.0
33817,1432.0
33818,1259.0
33819,1255.0
33820,1258.0
33821,1373.0
33822,1614.0
33823,1781.0
33824,1859.0
33825,1779.0
33826,1729.0
33827,1663.0
33828,1574.0
33829,1673.0
33830,1675.0
33831,1685.0
33832,1613.0
33833,1581.0
33834,1488.0
33835,1456.0
33836,1364.0
33837,1332.0
33838,1282.0
33839,1205.0
33840,1075.0
33841,949.0
33842,612.0
33843,430.0
33844,434.0
33845,447.0
33846,605.0
33847,768.0
33848,828.0
33849,828.0
33850,876.0
33851,917.0
33852,913.0
33853,918.0
33854,1226.0
33855,1593.0
33856,1710.0
33857,1693.0
33858,1535.0
33859,1348.0
33860,1226.0
33861,1211.0
33862,1144.0
33863,1120.0
33864,1192.0
33865,1319.0
33866,1373.0
33867,1367.0
33868,1360.0
33869,1328.0
33870,1219.0
33871,1179.0
33872,1189.0
33873,1301.0
33874,1340.0
33875,1332.0
33876,1327.0
33877,1303.0
33878,1169.0
33879,1139.0
33880,1142.0
33881,1141.0
33882,1138.0
33883,1094.0
33884,1001.0
33885,992.0
33886,996.0
33887,999.0
33888,1009.0
33889,1010.0
33890,1050.0
33891,1188.0
33892,1377.0
33893,1452.0
33894,1444.0
33895,1427.0
33896,1322.0
33897,1259.0
33898,1244.0
33899,1249.0
33900,1250.0
33901,1254.0
33902,1251.0
33903,1252.0
33904,1253.0
33905,1253.0
33906,1252.0
33907,1267.0
33908,1325.0
33909,1319.0
33910,1210.0
33911,1127.0
33912,1036.0
33913,1024.0
33914,1030.0
33915,1035.0
33916,1043.0
33917,1088.0
33918,1202.0
33919,1308.0
33920,1387.0
33921,1394.0
33922,1395.0
33923,1432.0
33924,1473.0
33925,1632.0
33926,1647.0
33927,1640.0
33928,1634.0
33929,1613.0
33930,1515.0
33931,1450.0
33932,1416.0
33933,1411.0
33934,1413.0
33935,1413.0
33936,1409.0
33937,1393.0
33938,1369.0
33939,1287.0
33940,1299.0
33941,1360.0
33942,1373.0
33943,1371.0
33944,1368.0
33945,1368.0
33946,1367.0
33947,1352.0
33948,1286.0
33949,1197.0
33950,1191.0
33951,1300.0
33952,1347.0
33953,1338.0
33954,1338.0
33955,1334.0
33956,1324.0
33957,1278.0
33958,1225.0
33959,1227.0
33960,1228.0
33961,1175.0
33962,1136.0
33963,1057.0
33964,998.0
33965,993.0
33966,996.0
33967,997.0
33968,825.0
33969,410.0
33970,420.0
33971,427.0
33972,452.0
33973,620.0
33974,770.0
33975,824.0
33976,822.0
33977,819.0
33978,816.0
33979,816.0
33980,816.0
33981,847.0
33982,926.0
33983,1241.0
33984,1639.0
33985,1774.0
33986,1700.0
33987,1474.0
33988,1309.0
33989,1247.0
33990,1156.0
33991,1095.0
33992,1001.0
33993,969.0
33994,626.0
33995,414.0
33996,422.0
33997,443.0
33998,622.0
33999,771.0
34000,822.0
34001,817.0
34002,815.0
34003,809.0
34004,798.0
34005,801.0
34006,834.0
34007,911.0
34008,909.0
34009,1101.0
34010,1571.0
34011,1781.0
34012,1760.0
34013,1591.0
34014,1383.0
34015,1246.0
34016,1185.0
34017,1169.0
34018,1172.0
34019,1175.0
34020,1234.0
34021,1343.0
34022,1343.0
34023,1316.0
34024,1301.0
34025,1295.0
34026,1286.0
34027,1287.0
34028,1212.0
34029,1206.0
34030,1210.0
34031,1208.0
34032,1205.0
34033,1164.0
34034,1075.0
34035,1017.0
34036,1015.0
34037,1016.0
34038,1015.0
34039,1018.0
34040,1021.0
34041,1024.0
34042,1029.0
34043,1033.0
34044,1048.0
34045,1125.0
34046,976.0
34047,727.0
34048,129.0
34049,669.0
34050,1347.0
34051,1499.0
34052,1490.0
34053,1429.0
34054,1283.0
34055,1221.0
34056,1191.0
34057,1115.0
34058,1091.0
34059,975.0
34060,701.0
34061,413.0
34062,421.0
34063,463.0
34064,684.0
34065,824.0
34066,823.0
34067,819.0
34068,819.0
34069,821.0
34070,821.0
34071,820.0
34072,827.0
34073,870.0
34074,917.0
34075,1109.0
34076,1466.0
34077,1586.0
34078,1540.0
34079,1326.0
34080,1228.0
34081,1189.0
34082,1186.0
34083,1182.0
34084,1185.0
34085,1235.0
34086,1360.0
34087,1398.0
34088,1397.0
34089,1377.0
34090,1272.0
34091,1174.0
34092,1136.0
34093,1040.0
34094,927.0
34095,498.0
34096,414.0
34097,424.0
34098,463.0
34099,670.0
34100,814.0
34101,826.0
34102,820.0
34103,818.0
34104,823.0
34105,902.0
34106,1123.0
34107,1484.0
34108,1639.0
34109,1512.0
34110,1343.0
34111,1254.0
34112,1224.0
34113,1245.0
34114,1440.0
34115,1648.0
34116,1560.0
34117,1375.0
34118,1254.0
34119,1192.0
34120,1135.0
34121,1138.0
34122,1228.0
34123,1300.0
34124,1310.0
34125,1262.0
34126,1152.0
34127,1052.0
34128,1007.0
34129,1007.0
34130,1009.0
34131,1012.0
34132,1017.0
34133,1020.0
34134,1038.0
34135,1164.0
34136,1325.0
34137,1466.0
34138,1474.0
34139,1454.0
34140,1346.0
34141,1264.0
34142,1259.0
34143,1253.0
34144,1257.0
34145,1258.0
34146,1257.0
34147,1259.0
34148,1259.0
34149,1258.0
34150,1259.0
34151,1261.0
34152,1304.0
34153,1344.0
34154,1334.0
34155,1253.0
34156,1202.0
34157,1122.0
34158,1048.0
34159,983.0
34160,931.0
34161,933.0
34162,939.0
34163,940.0
34164,941.0
34165,937.0
34166,938.0
34167,933.0
34168,933.0
34169,722.0
34170,419.0
34171,426.0
34172,447.0
34173,605.0
34174,723.0
34175,746.0
34176,812.0
34177,822.0
34178,901.0
34179,1180.0
34180,1612.0
34181,1792.0
34182,1752.0
34183,1582.0
34184,1357.0
34185,1251.0
34186,1198.0
34187,1188.0
34188,1100.0
34189,1184.0
34190,1349.0
34191,1385.0
34192,1387.0
34193,1383.0
34194,1368.0
34195,1354.0
34196,1354.0
34197,1355.0
34198,1356.0
34199,1337.0
34200,1326.0
34201,1288.0
34202,1250.0
34203,1253.0
34204,1255.0
34205,1255.0
34206,1256.0
34207,1257.0
34208,1267.0
34209,1308.0
34210,1324.0
34211,1319.0
34212,1317.0
34213,1310.0
34214,1223.0
34215,1088.0
34216,640.0
34217,392.0
34218,405.0
34219,578.0
34220,820.0
34221,1111.0
34222,1466.0
34223,1504.0
34224,1372.0
34225,1276.0
34226,1181.0
34227,1136.0
34228,1038.0
34229,1040.0
34230,1043.0
34231,1044.0
34232,1047.0
34233,1049.0
34234,1052.0
34235,1106.0
34236,1188.0
34237,1234.0
34238,1235.0
34239,1230.0
34240,1229.0
34241,1227.0
34242,1227.0
34243,1225.0
34244,1228.0
34245,1227.0
34246,1225.0
34247,1210.0
34248,1202.0
34249,1181.0
34250,1115.0
34251,1124.0
34252,1176.0
34253,1199.0
34254,1196.0
34255,1194.0
34256,1195.0
34257,1200.0
34258,1221.0
34259,1278.0
34260,1274.0
34261,1253.0
34262,1153.0
34263,1055.0
34264,662.0
34265,356.0
34266,365.0
34267,371.0
34268,375.0
34269,379.0
34270,380.0
34271,382.0
34272,441.0
34273,460.0
34274,524.0
34275,666.0
34276,828.0
34277,942.0
34278,1158.0
34279,1528.0
34280,1638.0
34281,1486.0
34282,1345.0
34283,1265.0
34284,1192.0
34285,1125.0
34286,1117.0
34287,1038.0
34288,1017.0
34289,1069.0
34290,1139.0
34291,1206.0
34292,1279.0
34293,1282.0
34294,1281.0
34295,1281.0
34296,1278.0
34297,1276.0
34298,1275.0
34299,1274.0
34300,1275.0
34301,1278.0
34302,1278.0
34303,1279.0
34304,1280.0
34305,1303.0
34306,1610.0
34307,1922.0
34308,1951.0
34309,1515.0
34310,1360.0
34311,1186.0
34312,1176.0
34313,1252.0
34314,1435.0
34315,1537.0
34316,1528.0
34317,1427.0
34318,1320.0
34319,1264.0
34320,1190.0
34321,1197.0
34322,1203.0
34323,1211.0
34324,1284.0
34325,1278.0
34326,1273.0
34327,1273.0
34328,1271.0
34329,1258.0
34330,1208.0
34331,1164.0
34332,1169.0
34333,1208.0
34334,1290.0
34335,1296.0
34336,1285.0
34337,1265.0
34338,1234.0
34339,1176.0
34340,1182.0
34341,1174.0
34342,1171.0
34343,1168.0
34344,1161.0
34345,1160.0
34346,1162.0
34347,1164.0
34348,1175.0
34349,1220.0
34350,1251.0
34351,1245.0
34352,1243.0
34353,1236.0
34354,1204.0
34355,1148.0
34356,1155.0
34357,1159.0
34358,1194.0
34359,1233.0
34360,1227.0
34361,1225.0
34362,1226.0
34363,1222.0
34364,1213.0
34365,1213.0
34366,1212.0
34367,1148.0
34368,1128.0
34369,1132.0
34370,1132.0
34371,1168.0
34372,1221.0
34373,1225.0
34374,1221.0
34375,1220.0
34376,1219.0
34377,1218.0
34378,1221.0
34379,1221.0
34380,1220.0
34381,1219.0
34382,1220.0
34383,1204.0
34384,1203.0
34385,1197.0
34386,1194.0
34387,1198.0
34388,1221.0
34389,1365.0
34390,1512.0
34391,1600.0
34392,1618.0
34393,1626.0
34394,1651.0
34395,1684.0
34396,1699.0
34397,1697.0
34398,1695.0
34399,1694.0
34400,1682.0
34401,1678.0
34402,1651.0
34403,1583.0
34404,1662.0
34405,1654.0
34406,1599.0
34407,1560.0
34408,1557.0
34409,1598.0
34410,1786.0
34411,1912.0
34412,1908.0
34413,1823.0
34414,1798.0
34415,1661.0
34416,1627.0
34417,1634.0
34418,1616.0
34419,1619.0
34420,1620.0
34421,1620.0
34422,1616.0
34423,1618.0
34424,1548.0
34425,1548.0
34426,1550.0
34427,1560.0
34428,1610.0
34429,1628.0
34430,1623.0
34431,1604.0
34432,1507.0
34433,1506.0
34434,1571.0
34435,1636.0
34436,1672.0
34437,1617.0
34438,1573.0
34439,1577.0
34440,1576.0
34441,1580.0
34442,1630.0
34443,1646.0
34444,1644.0
34445,1634.0
34446,1631.0
34447,1587.0
34448,1617.0
34449,1624.0
34450,1622.0
34451,1622.0
34452,1625.0
34453,1625.0
34454,1623.0
34455,1624.0
34456,1626.0
34457,1624.0
34458,1625.0
34459,1629.0
34460,1629.0
34461,1669.0
34462,1753.0
34463,1731.0
34464,1669.0
34465,1680.0
34466,1680.0
34467,1713.0
34468,1740.0
34469,1719.0
34470,1663.0
34471,1659.0
34472,1660.0
34473,1702.0
34474,1717.0
34475,1717.0
34476,1712.0
34477,1715.0
34478,1714.0
34479,1712.0
34480,1714.0
34481,1714.0
34482,1715.0
34483,1717.0
34484,1760.0
34485,1753.0
34486,1719.0
34487,1651.0
34488,1643.0
34489,1707.0
34490,1749.0
34491,1756.0
34492,1802.0
34493,1775.0
34494,1736.0
34495,1793.0
34496,1776.0
34497,1755.0
34498,1797.0
34499,1869.0
34500,1868.0
34501,1865.0
34502,1865.0
34503,1863.0
34504,1865.0
34505,1917.0
34506,1903.0
34507,1899.0
34508,1903.0
34509,1984.0
34510,1988.0
34511,1946.0
34512,1922.0
34513,1908.0
34514,1891.0
34515,1892.0
34516,1917.0
34517,1920.0
34518,1938.0
34519,1997.0
34520,1959.0
